id colegio;Municipio;Distrito;Sección;Mesa;Desde;Hasta;Colegio electoral;Dirección
ZARAGOZA | COLEGIO HIJAS DE SAN JOSE | CALLE DUQUESA VILLAHERMOSA 16;ZARAGOZA;3;9;A;A;K;COLEGIO HIJAS DE SAN JOSE;CALLE DUQUESA VILLAHERMOSA 16
ZARAGOZA | COLEGIO HIJAS DE SAN JOSE | CALLE DUQUESA VILLAHERMOSA 16;ZARAGOZA;3;9;B;L;Z;COLEGIO HIJAS DE SAN JOSE;CALLE DUQUESA VILLAHERMOSA 16
ZARAGOZA | C.E.I.P. RECARTE Y ORNAT | AVDA SAN JUAN BOSCO 7;ZARAGOZA;3;11;A;A;K;C.E.I.P. RECARTE Y ORNAT;AVDA SAN JUAN BOSCO 7
ZARAGOZA | C.E.I.P. RECARTE Y ORNAT | AVDA SAN JUAN BOSCO 7;ZARAGOZA;3;11;B;L;Z;C.E.I.P. RECARTE Y ORNAT;AVDA SAN JUAN BOSCO 7
ZARAGOZA | ESPACIO JÓVEN BALTASAR GRACIÁN | CALLE FRANCO Y LOPEZ 4;ZARAGOZA;3;12;U;A;Z;ESPACIO JÓVEN BALTASAR GRACIÁN;CALLE FRANCO Y LOPEZ 4
ZARAGOZA | COLEGIO HIJAS DE SAN JOSE | CALLE DUQUESA VILLAHERMOSA 16;ZARAGOZA;3;14;U;A;Z;COLEGIO HIJAS DE SAN JOSE;CALLE DUQUESA VILLAHERMOSA 16
ZARAGOZA | I.E.S. EL PORTILLO | CALLE JUAN XXIII 3;ZARAGOZA;3;15;U;A;Z;I.E.S. EL PORTILLO;CALLE JUAN XXIII 3
ZARAGOZA | I.E.S. EL PORTILLO | CALLE JUAN XXIII 3;ZARAGOZA;3;16;A;A;K;I.E.S. EL PORTILLO;CALLE JUAN XXIII 3
ZARAGOZA | I.E.S. EL PORTILLO | CALLE JUAN XXIII 3;ZARAGOZA;3;16;B;L;Z;I.E.S. EL PORTILLO;CALLE JUAN XXIII 3
ZARAGOZA | C.E.I.P. EMILIO MORENO CALVETE | PASEO CALANDA 13;ZARAGOZA;3;17;A;A;K;C.E.I.P. EMILIO MORENO CALVETE;PASEO CALANDA 13
ZARAGOZA | C.E.I.P. EMILIO MORENO CALVETE | PASEO CALANDA 13;ZARAGOZA;3;17;B;L;Z;C.E.I.P. EMILIO MORENO CALVETE;PASEO CALANDA 13
ZARAGOZA | CENTRO E.P.A. JUAN JOSE LORENTE | CALLE CASTELLOTE 3;ZARAGOZA;3;18;A;A;K;CENTRO E.P.A. JUAN JOSE LORENTE;CALLE CASTELLOTE 3
