id colegio;Municipio;Distrito;Sección;Mesa;Desde;Hasta;Colegio electoral;Dirección
ABANTO | CENTRO SOCIAL | CALLE SAN ISIDRO 4;ABANTO;1;1;U;A;Z;CENTRO SOCIAL;CALLE SAN ISIDRO 4
ACERED | CASA CONSISTORIAL | CALLE MEDIO LUGAR 2;ACERED;1;1;U;A;Z;CASA CONSISTORIAL;CALLE MEDIO LUGAR 2
AGÓN | AYUNTAMIENTO (OFICINAS) | CALLE ARAGON 7;AGÓN;1;1;U;A;Z;AYUNTAMIENTO (OFICINAS);CALLE ARAGON 7
AGUARÓN | ESPACIO JOVEN DE LA CASA DE CULTURA | CALLE CARIÑENA 4;AGUARÓN;1;1;U;A;Z;ESPACIO JOVEN DE LA CASA DE CULTURA;CALLE CARIÑENA 4
AGUILÓN | CASA CONSISTORIAL | CALLE BARRANCO 31;AGUILÓN;1;1;U;A;Z;CASA CONSISTORIAL;CALLE BARRANCO 31
AINZÓN | C.E.I.P. EL POMILLO | CALLE DEMETRIO GALAN BERGUA 1;AINZÓN;1;1;A;A;L;C.E.I.P. EL POMILLO;CALLE DEMETRIO GALAN BERGUA 1
AINZÓN | C.E.I.P. EL POMILLO | CALLE DEMETRIO GALAN BERGUA 1;AINZÓN;1;1;B;M;Z;C.E.I.P. EL POMILLO;CALLE DEMETRIO GALAN BERGUA 1
ALADRÉN | AYUNTAMIENTO | CALLE MAYOR 18 S;ALADRÉN;1;1;U;A;Z;AYUNTAMIENTO;CALLE MAYOR 18 S
ALAGÓN | SALA ALAUN | CALLE ANA ABARCA DE BOLEA 2;ALAGÓN;1;1;A;A;K;SALA ALAUN;CALLE ANA ABARCA DE BOLEA 2
ALAGÓN | SALA ALAUN | CALLE ANA ABARCA DE BOLEA 2;ALAGÓN;1;1;B;L;Z;SALA ALAUN;CALLE ANA ABARCA DE BOLEA 2
ALAGÓN | SALA ALAUN | CALLE ANA ABARCA DE BOLEA 2;ALAGÓN;1;2;A;A;K;SALA ALAUN;CALLE ANA ABARCA DE BOLEA 2
ALAGÓN | SALA ALAUN | CALLE ANA ABARCA DE BOLEA 2;ALAGÓN;1;2;B;L;Z;SALA ALAUN;CALLE ANA ABARCA DE BOLEA 2
ALAGÓN | SALA ALAUN | CALLE ANA ABARCA DE BOLEA 2;ALAGÓN;1;3;A;A;G;SALA ALAUN;CALLE ANA ABARCA DE BOLEA 2
ALAGÓN | SALA ALAUN | CALLE ANA ABARCA DE BOLEA 2;ALAGÓN;1;3;B;H;M;SALA ALAUN;CALLE ANA ABARCA DE BOLEA 2
ALAGÓN | SALA ALAUN | CALLE ANA ABARCA DE BOLEA 2;ALAGÓN;1;3;C;N;Z;SALA ALAUN;CALLE ANA ABARCA DE BOLEA 2
ALAGÓN | SALA ALAUN | CALLE ANA ABARCA DE BOLEA 2;ALAGÓN;1;4;A;A;K;SALA ALAUN;CALLE ANA ABARCA DE BOLEA 2
ALAGÓN | SALA ALAUN | CALLE ANA ABARCA DE BOLEA 2;ALAGÓN;1;4;B;L;Z;SALA ALAUN;CALLE ANA ABARCA DE BOLEA 2
ALAGÓN | SALA ALAUN | CALLE ANA ABARCA DE BOLEA 2;ALAGÓN;1;5;U;A;Z;SALA ALAUN;CALLE ANA ABARCA DE BOLEA 2
ALARBA | AYUNTAMIENTO | CALLE BAJA 28;ALARBA;1;1;U;A;Z;AYUNTAMIENTO;CALLE BAJA 28
ALBERITE DE SAN JUAN | ANTIGUAS ESCUELAS | CALLE MAYOR 4;ALBERITE DE SAN JUAN;1;1;U;A;Z;ANTIGUAS ESCUELAS;CALLE MAYOR 4
ALBETA | SALA POLIVALENTE | CALLE TRINQUETE 1;ALBETA;1;1;U;A;Z;SALA POLIVALENTE;CALLE TRINQUETE 1
ALBORGE | AYUNTAMIENTO-SALON DE ACTOS | PLAZA ESPAÑA 3;ALBORGE;1;1;U;A;Z;AYUNTAMIENTO-SALON DE ACTOS;PLAZA ESPAÑA 3
ALCALÁ DE EBRO | AYUNTAMIENTO-SALON DE ACTOS | PLAZA ESPAÑA 1;ALCALÁ DE EBRO;1;1;U;A;Z;AYUNTAMIENTO-SALON DE ACTOS;PLAZA ESPAÑA 1
ALCALÁ DE MONCAYO | ESCUELA MIXTA | CALLE PUERTA DEL LUGAR 16;ALCALÁ DE MONCAYO;1;1;U;A;Z;ESCUELA MIXTA;CALLE PUERTA DEL LUGAR 16
ALCONCHEL DE ARIZA | CENTRO CULTURAL | PLAZA VILLARREAL 7;ALCONCHEL DE ARIZA;1;1;U;A;Z;CENTRO CULTURAL;PLAZA VILLARREAL 7
ALDEHUELA DE LIESTOS | LOCAL CULTURAL | CALLE IGLESIA (LA) S/N;ALDEHUELA DE LIESTOS;1;1;U;A;Z;LOCAL CULTURAL;CALLE IGLESIA (LA) S/N
ALFAJARÍN | SALON CULTURAL “LA PORTAZA” | PLAZA CULTURA (DE LA) 2;ALFAJARÍN;1;1;A;A;F;SALON CULTURAL “LA PORTAZA”;PLAZA CULTURA (DE LA) 2
ALFAJARÍN | SALON CULTURAL “LA PORTAZA” | PLAZA CULTURA (DE LA) 2;ALFAJARÍN;1;1;B;G;M;SALON CULTURAL “LA PORTAZA”;PLAZA CULTURA (DE LA) 2
ALFAJARÍN | SALON CULTURAL “LA PORTAZA” | PLAZA CULTURA (DE LA) 2;ALFAJARÍN;1;1;C;N;Z;SALON CULTURAL “LA PORTAZA”;PLAZA CULTURA (DE LA) 2
ALFAMÉN | COLEGIO PUBLICO | CALLE ALFONSO TIMONEDA 4;ALFAMÉN;1;1;A;A;L;COLEGIO PUBLICO;CALLE ALFONSO TIMONEDA 4
ALFAMÉN | COLEGIO PUBLICO | CALLE ALFONSO TIMONEDA 4;ALFAMÉN;1;1;B;M;Z;COLEGIO PUBLICO;CALLE ALFONSO TIMONEDA 4
ALFORQUE | CASA CONSISTORIAL | PLAZA IGLESIA (DE LA) 1;ALFORQUE;1;1;U;A;Z;CASA CONSISTORIAL;PLAZA IGLESIA (DE LA) 1
ALHAMA DE ARAGÓN | COLEGIO PABLO DE LUNA | AVDA ARAGON (DE) 19;ALHAMA DE ARAGÓN;1;1;A;A;K;COLEGIO PABLO DE LUNA;AVDA ARAGON (DE) 19
ALHAMA DE ARAGÓN | COLEGIO PABLO DE LUNA | AVDA ARAGON (DE) 19;ALHAMA DE ARAGÓN;1;1;B;L;Z;COLEGIO PABLO DE LUNA;AVDA ARAGON (DE) 19
ALMOCHUEL | AYUNTAMIENTO (SALON DE PLENOS) | CALLE ORIENTE 14;ALMOCHUEL;1;1;U;A;Z;AYUNTAMIENTO (SALON DE PLENOS);CALLE ORIENTE 14
ALMOLDA (LA) | AYUNTAMIENTO | PLAZA ESPAÑA 9;ALMOLDA (LA);1;1;U;A;Z;AYUNTAMIENTO;PLAZA ESPAÑA 9
ALMONACID DE LA CUBA | AYUNTAMIENTO | PLAZA MAYOR 1;ALMONACID DE LA CUBA;1;1;U;A;Z;AYUNTAMIENTO;PLAZA MAYOR 1
ALMONACID DE LA SIERRA | CASA DE CULTURA (PLANTA CALLE) | PLAZA CONSTITUCION (DE LA) 1;ALMONACID DE LA SIERRA;1;1;U;A;Z;CASA DE CULTURA (PLANTA CALLE);PLAZA CONSTITUCION (DE LA) 1
ALMUNIA DE DOÑA GODINA (LA) | PABELLÓN MULTIUSOS | RONDA CORTES DE ARAGON 3;ALMUNIA DE DOÑA GODINA (LA);1;1;A;A;L;PABELLÓN MULTIUSOS;RONDA CORTES DE ARAGON 3
ALMUNIA DE DOÑA GODINA (LA) | PABELLÓN MULTIUSOS | RONDA CORTES DE ARAGON 3;ALMUNIA DE DOÑA GODINA (LA);1;1;B;M;Z;PABELLÓN MULTIUSOS;RONDA CORTES DE ARAGON 3
ALMUNIA DE DOÑA GODINA (LA) | PABELLÓN MULTIUSOS | RONDA CORTES DE ARAGON 3;ALMUNIA DE DOÑA GODINA (LA);1;2;A;A;F;PABELLÓN MULTIUSOS;RONDA CORTES DE ARAGON 3
ALMUNIA DE DOÑA GODINA (LA) | PABELLÓN MULTIUSOS | RONDA CORTES DE ARAGON 3;ALMUNIA DE DOÑA GODINA (LA);1;2;B;G;L;PABELLÓN MULTIUSOS;RONDA CORTES DE ARAGON 3
ALMUNIA DE DOÑA GODINA (LA) | PABELLÓN MULTIUSOS | RONDA CORTES DE ARAGON 3;ALMUNIA DE DOÑA GODINA (LA);1;2;C;M;Z;PABELLÓN MULTIUSOS;RONDA CORTES DE ARAGON 3
ALMUNIA DE DOÑA GODINA (LA) | PABELLÓN MULTIUSOS | RONDA CORTES DE ARAGON 3;ALMUNIA DE DOÑA GODINA (LA);1;3;A;A;K;PABELLÓN MULTIUSOS;RONDA CORTES DE ARAGON 3
ALMUNIA DE DOÑA GODINA (LA) | PABELLÓN MULTIUSOS | RONDA CORTES DE ARAGON 3;ALMUNIA DE DOÑA GODINA (LA);1;3;B;L;Z;PABELLÓN MULTIUSOS;RONDA CORTES DE ARAGON 3
ALMUNIA DE DOÑA GODINA (LA) | PABELLÓN MULTIUSOS | RONDA CORTES DE ARAGON 3;ALMUNIA DE DOÑA GODINA (LA);2;1;A;A;K;PABELLÓN MULTIUSOS;RONDA CORTES DE ARAGON 3
ALMUNIA DE DOÑA GODINA (LA) | PABELLÓN MULTIUSOS | RONDA CORTES DE ARAGON 3;ALMUNIA DE DOÑA GODINA (LA);2;1;B;L;Z;PABELLÓN MULTIUSOS;RONDA CORTES DE ARAGON 3
ALPARTIR | SALÓN DE ASOCIACIONES DE LA CASA CONSISTORIAL | CALLE CARNECERIAS S/N;ALPARTIR;1;1;U;A;Z;SALÓN DE ASOCIACIONES DE LA CASA CONSISTORIAL;CALLE CARNECERIAS S/N
AMBEL | CENTRO POLIVALENTE | CALLE SAN JUAN 17;AMBEL;1;1;U;A;Z;CENTRO POLIVALENTE;CALLE SAN JUAN 17
ANENTO | ESCUELAS NACIONALES | CALLE RAMBLA S/N;ANENTO;1;1;U;A;Z;ESCUELAS NACIONALES;CALLE RAMBLA S/N
ANIÑÓN | ESCUELAS MUNICIPALES | AVDA CONSTITUCION 2;ANIÑÓN;1;1;U;A;Z;ESCUELAS MUNICIPALES;AVDA CONSTITUCION 2
AÑÓN DE MONCAYO | SALÓN MULTIUSOS AYUNTAMIENTO | PLAZA ESPAÑA S/N;AÑÓN DE MONCAYO;1;1;U;A;Z;SALÓN MULTIUSOS AYUNTAMIENTO;PLAZA ESPAÑA S/N
ARANDA DE MONCAYO | AYUNTAMIENTO | PLAZA MAYOR 1;ARANDA DE MONCAYO;1;1;U;A;Z;AYUNTAMIENTO;PLAZA MAYOR 1
ARÁNDIGA | CASA CONSISTORIAL | PLAZA MAYOR 1;ARÁNDIGA;1;1;U;A;Z;CASA CONSISTORIAL;PLAZA MAYOR 1
ARDISA | AYUNTAMIENTO | CALLE IGLESIA (LA) S/N;ARDISA;1;1;U;A;Z;AYUNTAMIENTO;CALLE IGLESIA (LA) S/N
ARIZA | COLEGIO PUBLICO | CALLE PILAR (DEL) 10;ARIZA;1;1;A;A;L;COLEGIO PUBLICO;CALLE PILAR (DEL) 10
ARIZA | COLEGIO PUBLICO | CALLE PILAR (DEL) 10;ARIZA;1;1;B;M;Z;COLEGIO PUBLICO;CALLE PILAR (DEL) 10
ARTIEDA | SALA POLIVALENTE | CALLE MAYOR 6;ARTIEDA;1;1;U;A;Z;SALA POLIVALENTE;CALLE MAYOR 6
ASÍN | EDIFICIO CASA CONSISTORIAL | CALLE IGLESIA (LA) 1;ASÍN;1;1;U;A;Z;EDIFICIO CASA CONSISTORIAL;CALLE IGLESIA (LA) 1
ATEA | AYUNTAMIENTO | CALLE MAYOR 7;ATEA;1;1;U;A;Z;AYUNTAMIENTO;CALLE MAYOR 7
ATECA | COLEGIO VIRGEN DE LA PEANA | PLAZA MESON (DEL) 8;ATECA;1;1;A;A;F;COLEGIO VIRGEN DE LA PEANA;PLAZA MESON (DEL) 8
ATECA | COLEGIO VIRGEN DE LA PEANA | PLAZA MESON (DEL) 8;ATECA;1;1;B;G;M;COLEGIO VIRGEN DE LA PEANA;PLAZA MESON (DEL) 8
ATECA | COLEGIO VIRGEN DE LA PEANA | PLAZA MESON (DEL) 8;ATECA;1;1;C;N;Z;COLEGIO VIRGEN DE LA PEANA;PLAZA MESON (DEL) 8
AZUARA | ANTIGUA CÁMARA AGRARIA | AVDA SAN JOSE 33;AZUARA;1;1;U;A;Z;ANTIGUA CÁMARA AGRARIA;AVDA SAN JOSE 33
BADULES | AYUNTAMIENTO | PLAZA IGLESIA S/N;BADULES;1;1;U;A;Z;AYUNTAMIENTO;PLAZA IGLESIA S/N
BAGÜÉS | AYUNTAMIENTO | CALLE SAN COSME 1;BAGÜÉS;1;1;U;A;Z;AYUNTAMIENTO;CALLE SAN COSME 1
BALCONCHÁN | CASA DE CULTURA | CALLE POZO 2;BALCONCHÁN;1;1;U;A;Z;CASA DE CULTURA;CALLE POZO 2
BÁRBOLES | ESCUELA NIÑOS RAMON Y CAJAL | CALLE RAMON Y CAJAL 10;BÁRBOLES;1;1;U;A;Z;ESCUELA NIÑOS RAMON Y CAJAL;CALLE RAMON Y CAJAL 10
BARDALLUR | ESCUELAS (PLANTA BAJA) | CALLE ESCUELA (LA) S/N;BARDALLUR;1;1;U;A;Z;ESCUELAS (PLANTA BAJA);CALLE ESCUELA (LA) S/N
BELCHITE | COMPLEJO ESCOLAR | CALLE FERIAL 6;BELCHITE;1;1;U;A;Z;COMPLEJO ESCOLAR;CALLE FERIAL 6
BELCHITE | COMPLEJO ESCOLAR | CALLE FERIAL 6;BELCHITE;1;2;U;A;Z;COMPLEJO ESCOLAR;CALLE FERIAL 6
BELMONTE DE GRACIÁN | AYUNTAMIENTO | PLAZA BALTASAR GRACIAN S/N;BELMONTE DE GRACIÁN;1;1;U;A;Z;AYUNTAMIENTO;PLAZA BALTASAR GRACIAN S/N
BERDEJO | AYUNTAMIENTO | PASEO MANUBLES 1;BERDEJO;1;1;U;A;Z;AYUNTAMIENTO;PASEO MANUBLES 1
BERRUECO | AYUNTAMIENTO (PLANTA BAJA) | PLAZA DIPUTACION (DE LA) S/N;BERRUECO;1;1;U;A;Z;AYUNTAMIENTO (PLANTA BAJA);PLAZA DIPUTACION (DE LA) S/N
BIJUESCA | SALA MULTIUSOS - CASA CONSISTORIAL | PLAZA MAYOR 1;BIJUESCA;1;1;U;A;Z;SALA MULTIUSOS - CASA CONSISTORIAL;PLAZA MAYOR 1
BIOTA | COLEGIO PUBLICO | CALLE FUENTE 32;BIOTA;1;1;A;A;K;COLEGIO PUBLICO;CALLE FUENTE 32
BIOTA | COLEGIO PUBLICO | CALLE FUENTE 32;BIOTA;1;1;B;L;Z;COLEGIO PUBLICO;CALLE FUENTE 32
BISIMBRE | PARQUE MUNICIPAL-CONSULTORIO MÉDICO | CALLE AURELIANO ARMINGOL S/N;BISIMBRE;1;1;U;A;Z;PARQUE MUNICIPAL-CONSULTORIO MÉDICO;CALLE AURELIANO ARMINGOL S/N
BOQUIÑENI | CENTRO DE LA TERCERA EDAD | CALLE DIONISIO GARCIA 2;BOQUIÑENI;1;1;U;A;Z;CENTRO DE LA TERCERA EDAD;CALLE DIONISIO GARCIA 2
BORDALBA | LOCAL SOCIO CULTURAL | CALLE HORNO (DEL) 25;BORDALBA;1;1;U;A;Z;LOCAL SOCIO CULTURAL;CALLE HORNO (DEL) 25
BORJA | COLEGIO PUBLICO COMARCAL CAMPO DE BORJA | AVDA RAMON Y CAJAL 2;BORJA;1;1;A;A;F;COLEGIO PUBLICO COMARCAL CAMPO DE BORJA;AVDA RAMON Y CAJAL 2
BORJA | COLEGIO PUBLICO COMARCAL CAMPO DE BORJA | AVDA RAMON Y CAJAL 2;BORJA;1;1;B;G;N;COLEGIO PUBLICO COMARCAL CAMPO DE BORJA;AVDA RAMON Y CAJAL 2
BORJA | COLEGIO PUBLICO COMARCAL CAMPO DE BORJA | AVDA RAMON Y CAJAL 2;BORJA;1;1;C;O;Z;COLEGIO PUBLICO COMARCAL CAMPO DE BORJA;AVDA RAMON Y CAJAL 2
BORJA | COLEGIO PUBLICO COMARCAL CAMPO DE BORJA | AVDA RAMON Y CAJAL 2;BORJA;2;1;A;A;F;COLEGIO PUBLICO COMARCAL CAMPO DE BORJA;AVDA RAMON Y CAJAL 2
BORJA | COLEGIO PUBLICO COMARCAL CAMPO DE BORJA | AVDA RAMON Y CAJAL 2;BORJA;2;1;B;G;O;COLEGIO PUBLICO COMARCAL CAMPO DE BORJA;AVDA RAMON Y CAJAL 2
BORJA | COLEGIO PUBLICO COMARCAL CAMPO DE BORJA | AVDA RAMON Y CAJAL 2;BORJA;2;1;C;P;Z;COLEGIO PUBLICO COMARCAL CAMPO DE BORJA;AVDA RAMON Y CAJAL 2
BOTORRITA | AYUNTAMIENTO-PLANTA BAJA | CALLE FONTANA 2;BOTORRITA;1;1;U;A;Z;AYUNTAMIENTO-PLANTA BAJA;CALLE FONTANA 2
BREA DE ARAGÓN | AYUNTAMIENTO | PLAZA ESPAÑA 2;BREA DE ARAGÓN;1;1;A;A;B;AYUNTAMIENTO;PLAZA ESPAÑA 2
BREA DE ARAGÓN | AYUNTAMIENTO | PLAZA ESPAÑA 2;BREA DE ARAGÓN;1;1;B;C;L;AYUNTAMIENTO;PLAZA ESPAÑA 2
BREA DE ARAGÓN | AYUNTAMIENTO | PLAZA ESPAÑA 2;BREA DE ARAGÓN;1;1;C;M;Z;AYUNTAMIENTO;PLAZA ESPAÑA 2
BUBIERCA | SALON AYUNTAMIENTO | PLAZA GOYA (DE) 1;BUBIERCA;1;1;U;A;Z;SALON AYUNTAMIENTO;PLAZA GOYA (DE) 1
BUJARALOZ | AYUNTAMIENTO-SALON DE ACTOS | CALLE MAYOR 1;BUJARALOZ;1;1;A;A;L;AYUNTAMIENTO-SALON DE ACTOS;CALLE MAYOR 1
BUJARALOZ | AYUNTAMIENTO-SALON DE ACTOS | CALLE MAYOR 1;BUJARALOZ;1;1;B;M;Z;AYUNTAMIENTO-SALON DE ACTOS;CALLE MAYOR 1
BULBUENTE | CENTRO DE DIA | CALLE IGLESIA 22;BULBUENTE;1;1;U;A;Z;CENTRO DE DIA;CALLE IGLESIA 22
BURETA | COLEGIO PUBLICO CRA LAS VIÑAS | CALLE CONDE DE BURETA 27;BURETA;1;1;U;A;Z;COLEGIO PUBLICO CRA LAS VIÑAS;CALLE CONDE DE BURETA 27
BURGO DE EBRO (EL) | CENTRO MULTIUSOS CEMUBE | CALLE TERUEL S/N;BURGO DE EBRO (EL);1;1;A;A;L;CENTRO MULTIUSOS CEMUBE;CALLE TERUEL S/N
BURGO DE EBRO (EL) | CENTRO MULTIUSOS CEMUBE | CALLE TERUEL S/N;BURGO DE EBRO (EL);1;1;B;M;Z;CENTRO MULTIUSOS CEMUBE;CALLE TERUEL S/N
BURGO DE EBRO (EL) | CENTRO MULTIUSOS CEMUBE | CALLE TERUEL S/N;BURGO DE EBRO (EL);1;2;A;A;K;CENTRO MULTIUSOS CEMUBE;CALLE TERUEL S/N
BURGO DE EBRO (EL) | CENTRO MULTIUSOS CEMUBE | CALLE TERUEL S/N;BURGO DE EBRO (EL);1;2;B;L;Z;CENTRO MULTIUSOS CEMUBE;CALLE TERUEL S/N
BUSTE (EL) | SALON CULTURAL (ANTIGUAS ESCUELAS) | CTRA TARAZONA 14;BUSTE (EL);1;1;U;A;Z;SALON CULTURAL (ANTIGUAS ESCUELAS);CTRA TARAZONA 14
CABAÑAS DE EBRO | CENTRO CIVICO. LUDOTECA MUNICIPAL | PLAZA UNIDAD MILITAR DE EMERGENCIAS S/N;CABAÑAS DE EBRO;1;1;U;A;Z;CENTRO CIVICO. LUDOTECA MUNICIPAL;PLAZA UNIDAD MILITAR DE EMERGENCIAS S/N
CABOLAFUENTE | ESCUELAS DE NIÑOS | CALLE ESCUELAS S/N;CABOLAFUENTE;1;1;U;A;Z;ESCUELAS DE NIÑOS;CALLE ESCUELAS S/N
CADRETE | C.E.I.P. CASTILLO QADRIT | CALLE MIGUEL SERVET 3;CADRETE;1;1;A;A;F;C.E.I.P. CASTILLO QADRIT;CALLE MIGUEL SERVET 3
CADRETE | C.E.I.P. CASTILLO QADRIT | CALLE MIGUEL SERVET 3;CADRETE;1;1;B;G;M;C.E.I.P. CASTILLO QADRIT;CALLE MIGUEL SERVET 3
CADRETE | C.E.I.P. CASTILLO QADRIT | CALLE MIGUEL SERVET 3;CADRETE;1;1;C;N;Z;C.E.I.P. CASTILLO QADRIT;CALLE MIGUEL SERVET 3
CADRETE | C.E.I.P. CASTILLO QADRIT | CALLE MIGUEL SERVET 3;CADRETE;1;2;A;A;K;C.E.I.P. CASTILLO QADRIT;CALLE MIGUEL SERVET 3
CADRETE | C.E.I.P. CASTILLO QADRIT | CALLE MIGUEL SERVET 3;CADRETE;1;2;B;L;Z;C.E.I.P. CASTILLO QADRIT;CALLE MIGUEL SERVET 3
CALATAYUD | PABELLÓN B DEL RECINTO FERIAL | CALLE FERNANDEZ ARDAVIN S/N;CALATAYUD;1;1;A;A;L;PABELLÓN B DEL RECINTO FERIAL;CALLE FERNANDEZ ARDAVIN S/N
CALATAYUD | PABELLÓN B DEL RECINTO FERIAL | CALLE FERNANDEZ ARDAVIN S/N;CALATAYUD;1;1;B;M;Z;PABELLÓN B DEL RECINTO FERIAL;CALLE FERNANDEZ ARDAVIN S/N
CALATAYUD | PABELLÓN B DEL RECINTO FERIAL | CALLE FERNANDEZ ARDAVIN S/N;CALATAYUD;1;2;A;A;K;PABELLÓN B DEL RECINTO FERIAL;CALLE FERNANDEZ ARDAVIN S/N
CALATAYUD | PABELLÓN B DEL RECINTO FERIAL | CALLE FERNANDEZ ARDAVIN S/N;CALATAYUD;1;2;B;L;Z;PABELLÓN B DEL RECINTO FERIAL;CALLE FERNANDEZ ARDAVIN S/N
CALATAYUD | U.N.E.D. | AVDA SAN JUAN EL REAL 3;CALATAYUD;1;3;A;A;L;U.N.E.D.;AVDA SAN JUAN EL REAL 3
CALATAYUD | U.N.E.D. | AVDA SAN JUAN EL REAL 3;CALATAYUD;1;3;B;M;Z;U.N.E.D.;AVDA SAN JUAN EL REAL 3
CALATAYUD | COLEGIO GOYA | CALLE SANTANDER MEDITERRANEO 25;CALATAYUD;1;4;A;A;K;COLEGIO GOYA;CALLE SANTANDER MEDITERRANEO 25
CALATAYUD | COLEGIO GOYA | CALLE SANTANDER MEDITERRANEO 25;CALATAYUD;1;4;B;L;N;COLEGIO GOYA;CALLE SANTANDER MEDITERRANEO 25
CALATAYUD | COLEGIO GOYA | CALLE SANTANDER MEDITERRANEO 25;CALATAYUD;1;4;C;O;Z;COLEGIO GOYA;CALLE SANTANDER MEDITERRANEO 25
CALATAYUD | PABELLÓN B DEL RECINTO FERIAL | CALLE FERNANDEZ ARDAVIN S/N;CALATAYUD;1;5;A;A;L;PABELLÓN B DEL RECINTO FERIAL;CALLE FERNANDEZ ARDAVIN S/N
CALATAYUD | PABELLÓN B DEL RECINTO FERIAL | CALLE FERNANDEZ ARDAVIN S/N;CALATAYUD;1;5;B;M;Z;PABELLÓN B DEL RECINTO FERIAL;CALLE FERNANDEZ ARDAVIN S/N
CALATAYUD | PABELLÓN B DEL RECINTO FERIAL | CALLE FERNANDEZ ARDAVIN S/N;CALATAYUD;1;6;A;A;K;PABELLÓN B DEL RECINTO FERIAL;CALLE FERNANDEZ ARDAVIN S/N
CALATAYUD | PABELLÓN B DEL RECINTO FERIAL | CALLE FERNANDEZ ARDAVIN S/N;CALATAYUD;1;6;B;L;Z;PABELLÓN B DEL RECINTO FERIAL;CALLE FERNANDEZ ARDAVIN S/N
CALATAYUD | AULA CULTURAL SAN BENITO | PLAZA ALCALDE JOSE GALINDO ANTON 1;CALATAYUD;2;1;A;A;L;AULA CULTURAL SAN BENITO;PLAZA ALCALDE JOSE GALINDO ANTON 1
CALATAYUD | AULA CULTURAL SAN BENITO | PLAZA ALCALDE JOSE GALINDO ANTON 1;CALATAYUD;2;1;B;M;Z;AULA CULTURAL SAN BENITO;PLAZA ALCALDE JOSE GALINDO ANTON 1
CALATAYUD | I.E.S. LEONARDO CHABACIER | PASEO SAN NICOLAS DE FRANCIA 10;CALATAYUD;2;2;A;A;L;I.E.S. LEONARDO CHABACIER;PASEO SAN NICOLAS DE FRANCIA 10
CALATAYUD | I.E.S. LEONARDO CHABACIER | PASEO SAN NICOLAS DE FRANCIA 10;CALATAYUD;2;2;B;M;Z;I.E.S. LEONARDO CHABACIER;PASEO SAN NICOLAS DE FRANCIA 10
CALATAYUD | I.E.S. LEONARDO CHABACIER | PASEO SAN NICOLAS DE FRANCIA 10;CALATAYUD;2;3;A;A;L;I.E.S. LEONARDO CHABACIER;PASEO SAN NICOLAS DE FRANCIA 10
CALATAYUD | I.E.S. LEONARDO CHABACIER | PASEO SAN NICOLAS DE FRANCIA 10;CALATAYUD;2;3;B;M;Z;I.E.S. LEONARDO CHABACIER;PASEO SAN NICOLAS DE FRANCIA 10
CALATAYUD | I.E.S. LEONARDO CHABACIER | PASEO SAN NICOLAS DE FRANCIA 10;CALATAYUD;2;4;A;A;K;I.E.S. LEONARDO CHABACIER;PASEO SAN NICOLAS DE FRANCIA 10
CALATAYUD | I.E.S. LEONARDO CHABACIER | PASEO SAN NICOLAS DE FRANCIA 10;CALATAYUD;2;4;B;L;Z;I.E.S. LEONARDO CHABACIER;PASEO SAN NICOLAS DE FRANCIA 10
CALATAYUD | I.E.S. LEONARDO CHABACIER | PASEO SAN NICOLAS DE FRANCIA 10;CALATAYUD;2;5;A;A;L;I.E.S. LEONARDO CHABACIER;PASEO SAN NICOLAS DE FRANCIA 10
CALATAYUD | I.E.S. LEONARDO CHABACIER | PASEO SAN NICOLAS DE FRANCIA 10;CALATAYUD;2;5;B;M;Z;I.E.S. LEONARDO CHABACIER;PASEO SAN NICOLAS DE FRANCIA 10
CALATAYUD | AULA CULTURAL SAN BENITO | PLAZA ALCALDE JOSE GALINDO ANTON 1;CALATAYUD;3;1;U;A;Z;AULA CULTURAL SAN BENITO;PLAZA ALCALDE JOSE GALINDO ANTON 1
CALATAYUD | COLEGIO SALVADOR MINGUIJON | EXTRM SORIA 35;CALATAYUD;3;2;U;A;Z;COLEGIO SALVADOR MINGUIJON;EXTRM SORIA 35
CALATAYUD | COLEGIO BALTASAR GRACIAN | CTRA VALENCIA 13;CALATAYUD;4;1;U;A;Z;COLEGIO BALTASAR GRACIAN;CTRA VALENCIA 13
CALATORAO | COLEGIO DOMINGO JIMENEZ BELTRAN | CALLE BRUNO SOLANO S/N;CALATORAO;1;1;U;A;Z;COLEGIO DOMINGO JIMENEZ BELTRAN;CALLE BRUNO SOLANO S/N
CALATORAO | COLEGIO DOMINGO JIMENEZ BELTRAN | CALLE BRUNO SOLANO S/N;CALATORAO;1;2;A;A;K;COLEGIO DOMINGO JIMENEZ BELTRAN;CALLE BRUNO SOLANO S/N
CALATORAO | COLEGIO DOMINGO JIMENEZ BELTRAN | CALLE BRUNO SOLANO S/N;CALATORAO;1;2;B;L;Z;COLEGIO DOMINGO JIMENEZ BELTRAN;CALLE BRUNO SOLANO S/N
CALCENA | AYUNTAMIENTO-LOCAL DE REUNIONES | PLAZA SEVERINO AZNAR S/N;CALCENA;1;1;U;A;Z;AYUNTAMIENTO-LOCAL DE REUNIONES;PLAZA SEVERINO AZNAR S/N
CALMARZA | AYUNTAMIENTO | CALLE RINCON S/N;CALMARZA;1;1;U;A;Z;AYUNTAMIENTO;CALLE RINCON S/N
CAMPILLO DE ARAGÓN | CONSULTORIO MÉDICO | PLAZA SAN ANTON 4;CAMPILLO DE ARAGÓN;1;1;U;A;Z;CONSULTORIO MÉDICO;PLAZA SAN ANTON 4
